YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2006,050013,CRYSTAL CITY 47,673,10,1.5,*,*,*,*,6,0.9,*,*,*,*,*,*,*,*,8,1.2,*,*,*,*
2007,050013,CRYSTAL CITY 47,716,5,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,050013,CRYSTAL CITY 47,718,10,1.4,*,*,*,*,7,1,*,*,*,*,*,*,*,*,7,1,*,*,*,*
2009,050013,CRYSTAL CITY 47,781,6,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,050013,CRYSTAL CITY 47,744,9,1.2,*,*,*,*,7,0.9,*,*,*,*,*,*,*,*,6,0.8,*,*,*,*
2011,050013,CRYSTAL CITY 47,742,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,050013,CRYSTAL CITY 47,673,9,1.3,*,*,*,*,8,1.2,*,*,*,*,*,*,*,*,9,1.3,*,*,*,*
2013,050013,CRYSTAL CITY 47,603,11,1.8,*,*,*,*,10,1.7,*,*,*,*,*,*,*,*,9,1.5,*,*,*,*
2014,050013,CRYSTAL CITY 47,597,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,050013,CRYSTAL CITY 47,584,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,050013,CRYSTAL CITY 47,577,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,050013,CRYSTAL CITY 47,539,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,050013,CRYSTAL CITY 47,524,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,050013,CRYSTAL CITY 47,505,6,1.2,*,*,*,*,5,1,*,*,*,*,*,*,*,*,5,1,*,*,*,*
2020,050013,CRYSTAL CITY 47,496,8,1.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,1.6,*,*,*,*
2021,050013,CRYSTAL CITY 47,476,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,050013,CRYSTAL CITY 47,499,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,050013,CRYSTAL CITY 47,497,11,2.2,*,*,*,*,7,1.4,*,*,*,*,*,*,*,*,11,2.2,*,*,*,*
2001,050014,DESOTO 73,2938,46,1.6,*,*,11,0.4,24,0.8,*,*,6,0.2,*,*,*,*,46,1.6,*,*,*,*
2002,050014,DESOTO 73,2981,66,2.2,*,*,22,0.7,27,0.9,*,*,13,0.4,*,*,*,*,65,2.2,*,*,6,0.2
2003,050014,DESOTO 73,2829,30,1.1,5,0.2,16,0.6,*,*,*,*,*,*,*,*,*,*,30,1.1,*,*,*,*
2004,050014,DESOTO 73,2773,32,1.2,6,0.2,9,0.3,11,0.4,*,*,*,*,*,*,*,*,32,1.2,*,*,*,*
2005,050014,DESOTO 73,2788,47,1.7,*,*,17,0.6,15,0.5,*,*,10,0.4,5,0.2,7,0.3,40,1.4,*,*,14,0.5
2006,050014,DESOTO 73,2869,38,1.3,*,*,12,0.4,16,0.6,*,*,7,0.2,*,*,*,*,34,1.2,*,*,*,*
2007,050014,DESOTO 73,2860,44,1.5,*,*,10,0.3,20,0.7,*,*,12,0.4,*,*,*,*,43,1.5,*,*,*,*
2008,050014,DESOTO 73,2879,49,1.7,*,*,*,*,22,0.8,*,*,19,0.7,*,*,*,*,49,1.7,*,*,10,0.3
2009,050014,DESOTO 73,2937,42,1.4,*,*,15,0.5,17,0.6,*,*,10,0.3,*,*,*,*,42,1.4,*,*,5,0.2
2010,050014,DESOTO 73,2913,66,2.3,*,*,16,0.5,33,1.1,*,*,16,0.5,*,*,*,*,65,2.2,*,*,16,0.5
2011,050014,DESOTO 73,2955,71,2.4,*,*,24,0.8,29,1,*,*,16,0.5,*,*,*,*,70,2.4,*,*,10,0.3
2012,050014,DESOTO 73,2899,99,3.4,*,*,28,1,46,1.6,*,*,18,0.6,*,*,*,*,96,3.3,*,*,23,0.8
2013,050014,DESOTO 73,2946,51,1.7,*,*,25,0.8,13,0.4,*,*,7,0.2,*,*,*,*,50,1.7,*,*,10,0.3
2014,050014,DESOTO 73,2936,23,0.8,*,*,10,0.3,8,0.3,*,*,*,*,*,*,*,*,23,0.8,*,*,*,*
2015,050014,DESOTO 73,2928,23,0.8,*,*,6,0.2,8,0.3,*,*,*,*,*,*,*,*,23,0.8,*,*,*,*
2016,050014,DESOTO 73,2847,19,0.7,*,*,5,0.2,8,0.3,*,*,*,*,*,*,*,*,19,0.7,*,*,*,*
2017,050014,DESOTO 73,2854,46,1.6,*,*,20,0.7,9,0.3,*,*,*,*,5,0.2,*,*,46,1.6,*,*,*,*
2018,050014,DESOTO 73,2735,54,2,*,*,9,0.3,17,0.6,*,*,*,*,8,0.3,*,*,54,2,*,*,7,0.3
2019,050014,DESOTO 73,2672,51,1.9,9,0.3,14,0.5,15,0.6,*,*,*,*,*,*,*,*,51,1.9,*,*,6,0.2
2020,050014,DESOTO 73,2587,61,2.4,*,*,16,0.6,18,0.7,*,*,*,*,15,0.6,*,*,60,2.3,*,*,*,*
2021,050014,DESOTO 73,2454,16,0.7,*,*,5,0.2,5,0.2,*,*,*,*,*,*,*,*,14,0.6,*,*,*,*
2022,050014,DESOTO 73,2421,84,3.5,*,*,34,1.4,25,1,*,*,*,*,9,0.4,*,*,82,3.4,*,*,5,0.2
2023,050014,DESOTO 73,2371,91,3.8,*,*,41,1.7,33,1.4,*,*,*,*,*,*,*,*,91,3.8,*,*,6,0.3
2001,051150,KINGSVILLE R-I,291,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,051150,KINGSVILLE R-I,286,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,051150,KINGSVILLE R-I,295,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,051150,KINGSVILLE R-I,293,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,051150,KINGSVILLE R-I,287,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,051150,KINGSVILLE R-I,269,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,051150,KINGSVILLE R-I,268,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,051150,KINGSVILLE R-I,262,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,051150,KINGSVILLE R-I,282,5,1.8,*,*,*,*,5,1.8,*,*,*,*,*,*,*,*,5,1.8,*,*,*,*
2010,051150,KINGSVILLE R-I,281,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,051150,KINGSVILLE R-I,276,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,051150,KINGSVILLE R-I,279,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,051150,KINGSVILLE R-I,271,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,051150,KINGSVILLE R-I,279,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,051150,KINGSVILLE R-I,264,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,051150,KINGSVILLE R-I,275,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,051150,KINGSVILLE R-I,266,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,051150,KINGSVILLE R-I,257,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051150,KINGSVILLE R-I,260,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,051150,KINGSVILLE R-I,248,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,051150,KINGSVILLE R-I,233,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,051150,KINGSVILLE R-I,231,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,051150,KINGSVILLE R-I,242,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,051152,HOLDEN R-III,1436,9,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,0.6,*,*,*,*
2002,051152,HOLDEN R-III,1402,11,0.8,*,*,*,*,5,0.4,*,*,*,*,*,*,*,*,11,0.8,*,*,*,*
2003,051152,HOLDEN R-III,1388,7,0.5,*,*,*,*,5,0.4,*,*,*,*,*,*,*,*,6,0.4,*,*,*,*
2004,051152,HOLDEN R-III,1372,16,1.2,*,*,11,0.8,*,*,*,*,*,*,*,*,*,*,14,1,*,*,*,*
2005,051152,HOLDEN R-III,1446,12,0.8,*,*,7,0.5,*,*,*,*,*,*,*,*,*,*,11,0.8,*,*,*,*
2006,051152,HOLDEN R-III,1443,11,0.8,*,*,*,*,8,0.6,*,*,*,*,*,*,*,*,7,0.5,*,*,*,*
2007,051152,HOLDEN R-III,1491,16,1.1,*,*,*,*,14,0.9,*,*,*,*,*,*,*,*,12,0.8,*,*,*,*
2008,051152,HOLDEN R-III,1478,17,1.2,*,*,*,*,13,0.9,*,*,*,*,*,*,*,*,17,1.2,*,*,*,*
2009,051152,HOLDEN R-III,1419,16,1.1,*,*,*,*,15,1.1,*,*,*,*,*,*,*,*,16,1.1,*,*,*,*
2010,051152,HOLDEN R-III,1436,37,2.6,6,0.4,12,0.8,6,0.4,*,*,9,0.6,*,*,*,*,37,2.6,*,*,*,*
2011,051152,HOLDEN R-III,1386,10,0.7,*,*,*,*,5,0.4,*,*,*,*,*,*,*,*,10,0.7,*,*,*,*
2012,051152,HOLDEN R-III,1333,20,1.5,*,*,5,0.4,7,0.5,*,*,*,*,*,*,*,*,20,1.5,*,*,*,*
2013,051152,HOLDEN R-III,1321,10,0.8,*,*,*,*,7,0.5,*,*,*,*,*,*,*,*,10,0.8,*,*,*,*
2014,051152,HOLDEN R-III,1257,17,1.4,5,0.4,9,0.7,*,*,*,*,*,*,*,*,*,*,17,1.4,*,*,*,*
2015,051152,HOLDEN R-III,1229,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2016,051152,HOLDEN R-III,1189,9,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2017,051152,HOLDEN R-III,1170,10,0.9,*,*,*,*,6,0.5,*,*,*,*,*,*,*,*,10,0.9,*,*,*,*
2018,051152,HOLDEN R-III,1135,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051152,HOLDEN R-III,1148,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2020,051152,HOLDEN R-III,1163,10,0.9,*,*,*,*,8,0.7,*,*,*,*,*,*,*,*,10,0.9,*,*,*,*
2021,051152,HOLDEN R-III,1148,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2022,051152,HOLDEN R-III,1161,13,1.1,*,*,*,*,9,0.8,*,*,*,*,*,*,*,*,13,1.1,*,*,*,*
2023,051152,HOLDEN R-III,1198,11,0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,0.9,*,*,*,*
2001,051153,CHILHOWEE R-IV,168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,051153,CHILHOWEE R-IV,159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,051153,CHILHOWEE R-IV,145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,051153,CHILHOWEE R-IV,141,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,051153,CHILHOWEE R-IV,137,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,051153,CHILHOWEE R-IV,140,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,051153,CHILHOWEE R-IV,157,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,051153,CHILHOWEE R-IV,153,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,051153,CHILHOWEE R-IV,149,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,051153,CHILHOWEE R-IV,170,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,051153,CHILHOWEE R-IV,178,5,2.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,2.8,*,*,*,*
2012,051153,CHILHOWEE R-IV,161,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,051153,CHILHOWEE R-IV,149,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,051153,CHILHOWEE R-IV,145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,051153,CHILHOWEE R-IV,148,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,051153,CHILHOWEE R-IV,169,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,051153,CHILHOWEE R-IV,159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,051153,CHILHOWEE R-IV,172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051153,CHILHOWEE R-IV,177,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,051153,CHILHOWEE R-IV,176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,051153,CHILHOWEE R-IV,159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,051153,CHILHOWEE R-IV,158,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,051153,CHILHOWEE R-IV,153,6,3.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,3.9,*,*,*,*
2001,051154,JOHNSON CO. R-VII,623,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,051154,JOHNSON CO. R-VII,607,6,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.8,*,*,*,*
2003,051154,JOHNSON CO. R-VII,618,5,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.8,*,*,*,*
2004,051154,JOHNSON CO. R-VII,652,11,1.7,*,*,5,0.8,*,*,*,*,*,*,*,*,*,*,11,1.7,*,*,*,*
2005,051154,JOHNSON CO. R-VII,679,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,051154,JOHNSON CO. R-VII,665,10,1.5,*,*,*,*,5,0.8,*,*,5,0.8,*,*,*,*,8,1.2,*,*,*,*
2007,051154,JOHNSON CO. R-VII,645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,051154,JOHNSON CO. R-VII,650,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,051154,JOHNSON CO. R-VII,649,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,051154,JOHNSON CO. R-VII,640,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,051154,JOHNSON CO. R-VII,625,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,051154,JOHNSON CO. R-VII,622,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,051154,JOHNSON CO. R-VII,610,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,051154,JOHNSON CO. R-VII,624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,051154,JOHNSON CO. R-VII,607,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,051154,JOHNSON CO. R-VII,596,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,051154,JOHNSON CO. R-VII,571,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,051154,JOHNSON CO. R-VII,551,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051154,JOHNSON CO. R-VII,519,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,051154,JOHNSON CO. R-VII,539,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,051154,JOHNSON CO. R-VII,510,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,051154,JOHNSON CO. R-VII,533,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,051154,JOHNSON CO. R-VII,533,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,051155,KNOB NOSTER R-VIII,1949,7,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.4,*,*,*,*
2002,051155,KNOB NOSTER R-VIII,1899,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,051155,KNOB NOSTER R-VIII,1819,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,051155,KNOB NOSTER R-VIII,1710,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,051155,KNOB NOSTER R-VIII,1665,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,051155,KNOB NOSTER R-VIII,1595,5,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.3,*,*,*,*
2007,051155,KNOB NOSTER R-VIII,1574,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,051155,KNOB NOSTER R-VIII,1473,7,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.5,*,*,*,*
2009,051155,KNOB NOSTER R-VIII,1447,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,051155,KNOB NOSTER R-VIII,1440,5,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.3,*,*,*,*
2011,051155,KNOB NOSTER R-VIII,1453,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,051155,KNOB NOSTER R-VIII,1478,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,051155,KNOB NOSTER R-VIII,1519,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,051155,KNOB NOSTER R-VIII,1490,6,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.4,*,*,*,*
2015,051155,KNOB NOSTER R-VIII,1452,11,0.8,*,*,5,0.3,*,*,*,*,*,*,*,*,*,*,11,0.8,*,*,*,*
2016,051155,KNOB NOSTER R-VIII,1505,5,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.3,*,*,*,*
2017,051155,KNOB NOSTER R-VIII,1497,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,051155,KNOB NOSTER R-VIII,1529,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051155,KNOB NOSTER R-VIII,1549,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,051155,KNOB NOSTER R-VIII,1595,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,051155,KNOB NOSTER R-VIII,1612,5,0.3,*,*,*,*,5,0.3,*,*,*,*,*,*,*,*,5,0.3,*,*,*,*
2022,051155,KNOB NOSTER R-VIII,1723,9,0.5,*,*,*,*,5,0.3,*,*,*,*,*,*,*,*,8,0.5,*,*,*,*
2023,051155,KNOB NOSTER R-VIII,1746,9,0.5,*,*,*,*,6,0.3,*,*,*,*,*,*,*,*,9,0.5,*,*,*,*
2001,051156,LEETON R-X,356,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,051156,LEETON R-X,373,14,3.8,*,*,*,*,7,1.9,*,*,*,*,*,*,*,*,13,3.5,*,*,5,1.3
2003,051156,LEETON R-X,364,9,2.5,*,*,*,*,6,1.6,*,*,*,*,*,*,*,*,9,2.5,*,*,*,*
2004,051156,LEETON R-X,351,8,2.3,*,*,*,*,8,2.3,*,*,*,*,*,*,*,*,8,2.3,*,*,*,*
2005,051156,LEETON R-X,343,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,051156,LEETON R-X,350,6,1.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.4,*,*,*,*
2007,051156,LEETON R-X,341,9,2.6,*,*,*,*,8,2.3,*,*,*,*,*,*,*,*,9,2.6,*,*,*,*
2008,051156,LEETON R-X,334,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,051156,LEETON R-X,344,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,051156,LEETON R-X,344,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,051156,LEETON R-X,316,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,051156,LEETON R-X,307,5,1.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.6,*,*,*,*
2013,051156,LEETON R-X,317,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,051156,LEETON R-X,323,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,051156,LEETON R-X,333,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,051156,LEETON R-X,323,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,051156,LEETON R-X,300,9,3,*,*,8,2.7,*,*,*,*,*,*,*,*,5,1.7,*,*,*,*,*,*
2018,051156,LEETON R-X,286,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,051156,LEETON R-X,290,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,051156,LEETON R-X,304,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,051156,LEETON R-X,286,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,051156,LEETON R-X,295,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,051156,LEETON R-X,306,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,051159,WARRENSBURG R-VI,3181,15,0.5,*,*,*,*,9,0.3,*,*,*,*,*,*,*,*,14,0.4,*,*,*,*
2002,051159,WARRENSBURG R-VI,3104,18,0.6,*,*,*,*,7,0.2,*,*,6,0.2,*,*,*,*,17,0.5,*,*,*,*
2003,051159,WARRENSBURG R-VI,3167,23,1.1,12,0.6,5,0.2,*,*,*,*,*,*,*,*,*,*,22,1.1,*,*,*,*
2004,051159,WARRENSBURG R-VI,3122,25,0.8,*,*,*,*,12,0.4,*,*,*,*,6,0.2,*,*,21,0.7,*,*,*,*
2005,051159,WARRENSBURG R-VI,3145,28,0.9,*,*,9,0.3,16,0.5,*,*,*,*,*,*,5,0.2,23,0.7,*,*,*,*
2006,051159,WARRENSBURG R-VI,3213,40,1.2,*,*,7,0.2,25,0.8,*,*,*,*,5,0.2,*,*,37,1.2,*,*,*,*
2007,051159,WARRENSBURG R-VI,3236,42,1.3,*,*,7,0.2,25,0.8,*,*,*,*,6,0.2,7,0.2,35,1.1,*,*,36,1.1
2008,051159,WARRENSBURG R-VI,3233,28,0.9,*,*,*,*,14,0.4,*,*,*,*,*,*,7,0.2,21,0.6,*,*,*,*
2009,051159,WARRENSBURG R-VI,3285,46,1.4,*,*,9,0.3,27,0.8,*,*,*,*,*,*,7,0.2,39,1.2,*,*,*,*
2010,051159,WARRENSBURG R-VI,3251,32,1,5,0.2,*,*,18,0.6,*,*,*,*,*,*,*,*,31,1,*,*,*,*
2011,051159,WARRENSBURG R-VI,3253,25,0.8,*,*,*,*,14,0.4,*,*,*,*,*,*,*,*,25,0.8,*,*,*,*
2012,051159,WARRENSBURG R-VI,3307,28,0.8,*,*,6,0.2,16,0.5,*,*,*,*,*,*,*,*,26,0.8,*,*,*,*
2013,051159,WARRENSBURG R-VI,3303,37,1.1,*,*,7,0.2,24,0.7,*,*,*,*,*,*,27,0.8,10,0.3,*,*,*,*
2014,051159,WARRENSBURG R-VI,3211,21,0.7,*,*,*,*,13,0.4,*,*,*,*,*,*,18,0.6,*,*,*,*,*,*
2015,051159,WARRENSBURG R-VI,3220,29,0.9,*,*,5,0.2,19,0.6,*,*,*,*,*,*,22,0.7,7,0.2,*,*,*,*
2016,051159,WARRENSBURG R-VI,3261,26,0.8,*,*,*,*,21,0.6,*,*,*,*,*,*,23,0.7,*,*,*,*,*,*
2017,051159,WARRENSBURG R-VI,3260,22,0.7,*,*,*,*,15,0.5,*,*,*,*,*,*,17,0.5,5,0.2,*,*,*,*
2018,051159,WARRENSBURG R-VI,3350,62,1.9,*,*,10,0.3,45,1.3,*,*,*,*,5,0.1,50,1.5,12,0.4,*,*,*,*
2019,051159,WARRENSBURG R-VI,3396,66,1.9,*,*,7,0.2,52,1.5,*,*,*,*,*,*,56,1.6,10,0.3,*,*,*,*
2020,051159,WARRENSBURG R-VI,3366,30,0.9,*,*,10,0.3,19,0.6,*,*,*,*,*,*,25,0.7,5,0.1,*,*,*,*
